generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
ciprofloxacin,Deflox,Tablet,500 mg,Desh Pharmaceuticals Ltd.,12.0,360.0,3 x 10 pcs,strip
ciprofloxacin,Deflox DS,Powder for Suspension,250 mg/5 ml,Desh Pharmaceuticals Ltd.,80.0,,60 ml,bottle
ciprofloxacin,DFX,Tablet,500 mg,Delta Pharma Ltd.,10.0,300.0,3 x 10 pcs,strip
ciprofloxacin,DFX,Powder for Suspension,250 mg/5 ml,Delta Pharma Ltd.,110.0,,60 ml,bottle
ciprofloxacin,Doquin,Tablet,500 mg,Hallmark Pharmaceuticals Ltd.,12.09,362.7,30's,pack
ciprofloxacin,Dumaflox,Tablet,250 mg,Alco Pharma Ltd.,7.52,225.6,3 x 10 pcs,strip
ciprofloxacin,Dumaflox,Tablet,500 mg,Alco Pharma Ltd.,10.03,300.9,3 x 10 pcs,strip
ciprofloxacin,Dumaflox,Tablet,750 mg,Alco Pharma Ltd.,12.04,240.8,2 x 10 pcs,strip
ciprofloxacin,Dumaflox,Powder for Suspension,250 mg/5 ml,Alco Pharma Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Efloxin,Tablet,500 mg,Ethical Drugs Limited,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Efloxin,Tablet,250 mg,Ethical Drugs Limited,7.5,225.0,3 x 10 pcs,strip
ciprofloxacin,Efloxin,Powder for Suspension,250 mg/5 ml,Ethical Drugs Limited,100.0,,60 ml,bottle
ciprofloxacin,Efloxin,Tablet,750 mg,Ethical Drugs Limited,18.0,360.0,2 x 10 pcs,strip
ciprofloxacin,Eliprox,Tablet,500 mg,Reliance Pharmaceuticals Ltd.,14.0,420.0,30's,pack
ciprofloxacin,Entiflox,Tablet,500 mg,Royal Pharmaceutical Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Fiprox,Tablet,500 mg,Synovia Pharma PLC.,14.09,422.7,3 x 10 pcs,strip
ciprofloxacin,Fiprox,Tablet,250 mg,Synovia Pharma PLC.,8.53,255.9,3 x 10 pcs,strip
ciprofloxacin,Fiprox,Tablet,750 mg,Synovia Pharma PLC.,18.07,361.4,2 x 10 pcs,strip
ciprofloxacin,Flocip,Tablet,500 mg,Amulet Pharmaceuticals Ltd.,14.05,421.5,30's,pack
ciprofloxacin,Flocip,Powder for Suspension,250 mg/5 ml,Amulet Pharmaceuticals Ltd.,100.3,,60 ml,bottle
ciprofloxacin,Flontin,Tablet,250 mg,Renata PLC,8.53,170.6,2 x 10 pcs,strip
ciprofloxacin,Flontin,Tablet,500 mg,Renata PLC,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Flontin,Tablet,750 mg,Renata PLC,18.06,361.2,2 x 10 pcs,strip
ciprofloxacin,Flontin,Powder for Suspension,250 mg/5 ml,Renata PLC,100.0,,60 ml,bottle
ciprofloxacin,Flontin,IV Infusion,200 mg/100 ml,Renata PLC,145.54,,100 ml,bottle
ciprofloxacin,Florocin,Tablet,500 mg,NIPRO JMI Pharma Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Florocin,Powder for Suspension,250 mg/5 ml,NIPRO JMI Pharma Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Floxabid,Tablet,250 mg,ACI Limited,8.56,428.0,5 x 10 pcs,strip
ciprofloxacin,Floxabid,Tablet,500 mg,ACI Limited,15.05,451.5,3 x 10 pcs,strip
ciprofloxacin,Floxabid,Tablet,750 mg,ACI Limited,18.12,362.4,2 x 10 pcs,strip
ciprofloxacin,Floxabid,IV Infusion,200 mg/100 ml,ACI Limited,146.44,,100 ml,bottle
ciprofloxacin,Floxabid DS,Powder for Suspension,250 mg/5 ml,ACI Limited,120.0,,60 ml,bottle
ciprofloxacin,Floxacin,Tablet,500 mg,Navana Pharmaceuticals Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Floxin,Tablet,250 mg,Pharmadesh Laboratories Ltd.,5.0,250.0,50's,pack
ciprofloxacin,Floxin,Tablet,500 mg,Pharmadesh Laboratories Ltd.,12.0,360.0,30's,pack
ciprofloxacin,Floxin DS,Tablet,250 mg/5 ml,Pharmadesh Laboratories Ltd.,90.0,,60 ml,bottle
ciprofloxacin,Floxy,Tablet,500 mg,Team Pharmaceuticals Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,G-Cipro,Tablet,500 mg,Gonoshasthaya Pharma Ltd.,8.0,240.0,5 x 6 pcs,strip
ciprofloxacin,G-Cipro,IV Infusion,200 mg/100 ml,Gonoshasthaya Pharma Ltd.,50.0,,100 ml,bottle
ciprofloxacin,Geflox,Tablet,250 mg,General Pharmaceuticals Ltd.,8.49,254.77,3 x 10 pcs,strip
ciprofloxacin,Geflox,Tablet,500 mg,General Pharmaceuticals Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Geflox,Powder for Suspension,250 mg/5 ml,General Pharmaceuticals Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Geflox,IV Infusion,200 mg/100 ml,General Pharmaceuticals Ltd.,70.21,,100 ml,bottle
ciprofloxacin,Hi-Floxin,Tablet,500 mg,Hudson Pharmaceuticals Ltd.,12.0,360.0,30's,pack
ciprofloxacin,Hiflox,Tablet,500 mg,Ambee Pharmaceuticals Ltd.,8.7,261.0,3 x 10 pcs,strip
ciprofloxacin,Hiflox,Tablet,750 mg,Ambee Pharmaceuticals Ltd.,12.05,241.0,2 x 10 pcs,strip
ciprofloxacin,Hiflox,Powder for Suspension,250 mg/5 ml,Ambee Pharmaceuticals Ltd.,70.26,,60 ml,bottle
ciprofloxacin,Hiflox-XR,Tablet (Extended Release),1000 mg,Ambee Pharmaceuticals Ltd.,20.0,240.0,3 x 4 pcs,strip
ciprofloxacin,Kapron,Tablet,250 mg,Globe Pharmaceuticals Ltd.,8.0,240.0,3 x 10 pcs,strip
ciprofloxacin,Kapron,Tablet,500 mg,Globe Pharmaceuticals Ltd.,15.0,450.0,5 x 6 pcs,strip
ciprofloxacin,Kapron,Tablet,750 mg,Globe Pharmaceuticals Ltd.,18.0,360.0,2 x 10 pcs,strip
ciprofloxacin,Kapron,Powder for Suspension,250 mg/5 ml,Globe Pharmaceuticals Ltd.,95.0,,60 ml,bottle
ciprofloxacin,Kapron,IV Infusion,200 mg/100 ml,Globe Pharmaceuticals Ltd.,90.0,,100 ml,bottle
ciprofloxacin,Libracin,IV Infusion,200 mg/100 ml,Libra Infusions Ltd.,70.48,,100 ml,bottle
ciprofloxacin,Libracin,IV Infusion,400 mg/100 ml,Libra Infusions Ltd.,146.74,,100 ml,bottle
ciprofloxacin,Lox,Tablet,500 mg,"Credence Pharmaceuticals Ltd.
(Mfg. by: Apex Pharmaceuticals Ltd.)",14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Maprocin,Tablet,500 mg,Orion Pharma Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Maprocin,Powder for Suspension,250 mg/5 ml,Orion Pharma Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Maprocin,IV Infusion,200 mg/100 ml,Orion Infusion Ltd.,70.47,,100 ml,bottle
ciprofloxacin,Maprocin,Tablet,750 mg,Orion Pharma Ltd.,18.16,363.2,2 x 10 pcs,strip
ciprofloxacin,Maprocin DS,IV Infusion,400 mg/100 ml,Orion Infusion Ltd.,130.88,,100 ml,bottle
ciprofloxacin,Monipro,Tablet,500 mg,Monicopharma Ltd.,14.0,336.0,24's,pack
ciprofloxacin,Monipro,Powder for Suspension,250 mg/5 ml,Monicopharma Ltd.,90.0,,60 ml,bottle
ciprofloxacin,Neoflox,Tablet,500 mg,Central Pharmaceuticals Ltd.,12.0,360.0,30's,pack
ciprofloxacin,Neofloxin,Tablet,250 mg,Beximco Pharmaceuticals Ltd.,8.5,425.0,5 x 10 pcs,strip
ciprofloxacin,Neofloxin,Tablet,500 mg,Beximco Pharmaceuticals Ltd.,15.0,750.0,5 x 10 pcs,strip
ciprofloxacin,Neofloxin,Tablet,750 mg,Beximco Pharmaceuticals Ltd.,18.0,540.0,3 x 10 pcs,strip
ciprofloxacin,Neofloxin,Powder for Suspension,250 mg/5 ml,Beximco Pharmaceuticals Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Neofloxin,IV Infusion,200 mg/100 ml,Beximco Pharmaceuticals Ltd.,146.5,,100 ml,bottle
ciprofloxacin,Newcip,Tablet,500 mg,Bengal drugs Ltd.,14.0,420.0,30's,pack
ciprofloxacin,Novacin,Tablet,500 mg,Novus Pharmaceuticals Ltd.,14.0,280.0,20's,pack
ciprofloxacin,Novaflox,Tablet,500 mg,Leon Pharmaceuticals Ltd.,14.0,280.0,20's,pack
ciprofloxacin,Novaflox,Powder for Suspension,250 mg/5 ml,Leon Pharmaceuticals Ltd.,90.0,,60 ml,bottle
ciprofloxacin,Nucip,Tablet,500 mg,FnF Pharmaceuticals Ltd.,14.0,,,
ciprofloxacin,Ocimax,Tablet,500 mg,One Pharma Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Ocimax,Powder for Suspension,250 mg/5 ml,One Pharma Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Octabid,Tablet,500 mg,Rephco Pharmaceuticals Ltd.,12.0,360.0,3 x 10 pcs,strip
ciprofloxacin,Orcipro,Tablet,500 mg,Novatek Pharmaceuticals Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Oxpro,Tablet,250 mg,United Pharmaceuticals Ltd.,7.0,210.0,3 x 10 pcs,strip
ciprofloxacin,Oxpro,Tablet,500 mg,United Pharmaceuticals Ltd.,12.0,360.0,3 x 10 pcs,strip
ciprofloxacin,Peoflox,Tablet,500 mg,Peoples Pharma Ltd.,12.0,360.0,30's,pack
ciprofloxacin,Preofloxin,Tablet,500 mg,Premier Pharmaceuticals Ltd.,10.0,500.0,50's,pack
ciprofloxacin,Preofloxin,Powder for Suspension,250 mg/5 ml,Premier Pharmaceuticals Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Procin,Tablet,250 mg,Kemiko Pharmaceuticals Ltd.,8.52,255.6,30's,pack
ciprofloxacin,Procin,Tablet,500 mg,Kemiko Pharmaceuticals Ltd.,14.05,421.5,30's,pack
ciprofloxacin,Procin,Tablet,750 mg,Kemiko Pharmaceuticals Ltd.,18.05,361.0,20's,pack
ciprofloxacin,Procin,Powder for Suspension,250 mg/5 ml,Kemiko Pharmaceuticals Ltd.,90.27,,60 ml,bottle
ciprofloxacin,Proflox,Tablet,250 mg,Kumudini Pharma Ltd.,6.0,180.0,3 x 10 pcs,strip
ciprofloxacin,Proflox,Tablet,500 mg,Kumudini Pharma Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Profloxin,Tablet,500 mg,National Drug Co. Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,QNOL,Tablet,500 mg,Decent Pharma Laboratories Ltd.,11.0,,,
ciprofloxacin,Quinobid,Tablet,500 mg,Nuvista Pharma Ltd.,16.05,321.0,2 x 10 pcs,strip
ciprofloxacin,Quinocin,Tablet,500 mg,Veritas Pharmaceuticals Ltd.,12.0,360.0,3 x 10 pcs,strip
ciprofloxacin,Quinocin,Tablet,750 mg,Veritas Pharmaceuticals Ltd.,18.05,361.0,5 x 4 pcs,strip
ciprofloxacin,Quinox,Tablet,250 mg,Eskayef Pharmaceuticals Ltd.,8.5,255.0,3 x 10 pcs,strip
ciprofloxacin,Quinox,Tablet,500 mg,Eskayef Pharmaceuticals Ltd.,15.0,600.0,4 x 10 pcs,strip
ciprofloxacin,Quinox,Tablet,750 mg,Eskayef Pharmaceuticals Ltd.,18.0,180.0,1 x 10 pcs,strip
ciprofloxacin,Quinox,IV Infusion,200 mg/100 ml,Eskayef Pharmaceuticals Ltd.,100.0,,100 ml,bottle
ciprofloxacin,Quinox DS,Powder for Suspension,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Quintor,Tablet,500 mg,Ziska Pharmaceuticals Ltd.,10.0,240.0,3 x 8 pcs,strip
ciprofloxacin,Quintor,Powder for Suspension,250 mg/5 ml,Ziska Pharmaceuticals Ltd.,60.0,,60 ml,bottle
ciprofloxacin,Raciprox,Tablet,500 mg,Jenphar Bangladesh Ltd.,15.0,300.0,2 x 10 pcs,strip
ciprofloxacin,Raciprox,Powder for Suspension,250 mg/5 ml,Jenphar Bangladesh Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Ranflox,Tablet,500 mg,Rangs Pharmaceuticals Ltd.,14.0,280.0,2 x 10 pcs,strip
ciprofloxacin,Ranflox,Tablet,750 mg,Rangs Pharmaceuticals Ltd.,18.0,360.0,2 x 10 pcs,strip
ciprofloxacin,Rocipro,Tablet,500 mg,Healthcare Pharmaceuticals Ltd.,15.0,450.0,3 x 10 pcs,strip
ciprofloxacin,Rocipro,Tablet,750 mg,Healthcare Pharmaceuticals Ltd.,18.0,288.0,2 x 8 pcs,strip
ciprofloxacin,Savcin,Tablet,500 mg,Save Pharmaceuticals Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,SB-Quik,Tablet,500 mg,Sunman-Birdem Pharma Ltd.,15.0,450.0,30's,pack
ciprofloxacin,Serviflox,Tablet,500 mg,SANDOZ (A Novartis Division),14.05,421.5,3 x 10 pcs,strip
ciprofloxacin,Silflox,Tablet,500 mg,Silco Pharmaceutical Ltd.,14.0,420.0,5 x 6 pcs,strip
ciprofloxacin,Spectra,Tablet,500 mg,Jayson Pharmaceutical Ltd.,10.19,203.8,2 x 10 pcs,strip
ciprofloxacin,Sypron,Tablet,500 mg,MST Pharma,12.5,375.0,30's,pack
ciprofloxacin,Tyfinor,Tablet,500 mg,Goodman Pharmaceuticals Ltd.,12.0,360.0,3 x 10 pcs,strip
ciprofloxacin,Tyflox,Tablet,500 mg,Somatec Pharmaceuticals Ltd.,14.0,420.0,3 x 10 pcs,strip
ciprofloxacin,Tyflox,Powder for Suspension,250 mg/5 ml,Somatec Pharmaceuticals Ltd.,100.0,,60 ml,bottle
ciprofloxacin,Uniflox,Tablet,500 mg,Aexim Pharmaceuticals Ltd.,8.0,240.0,3 x 10 pcs,strip
ciprofloxacin,Uprocin,Tablet,500 mg,Union Pharmaceuticals Ltd,13.0,520.0,4 x 10 pcs,strip
ciprofloxacin,Virflox,Tablet,500 mg,Virgo Pharmaceuticals Ltd.,14.0,420.0,30's,pack
ciprofloxacin,Virflox,Powder for Suspension,250 mg/5 ml,Virgo Pharmaceuticals Ltd.,80.0,,60 ml,bottle
ciprofloxacin,Virflox,Tablet,750 mg,Virgo Pharmaceuticals Ltd.,18.0,,,
ciprofloxacin,Winbac,Tablet,500 mg,Radiant Pharmaceuticals Ltd.,17.5,490.0,4 x 7 pcs,strip
ciprofloxacin,Xbac,Tablet,500 mg,Beacon Pharmaceuticals PLC,14.09,422.7,3 x 10 pcs,strip
ciprofloxacin,Xbac,Tablet,750 mg,Beacon Pharmaceuticals PLC,18.11,362.2,2 x 10 pcs,strip
ciprofloxacin,Xbac,Powder for Suspension,250 mg/5 ml,Beacon Pharmaceuticals PLC,90.6,,60 ml,bottle
ciprofloxacin,Xerox,IV Infusion,200 mg/100 ml,OSL Pharma Limited,100.0,,100 ml,bottle
ciprofloxacin,Xerox,Tablet,500 mg,OSL Pharma Limited,15.05,301.0,2 x 10 pcs,strip
ciprofloxacin,Xerox DS,Oral Powder,250 mg/sachet,OSL Pharma Limited,5.0,100.0,250 mg,sachet
ciprofloxacin,Xirocip,Tablet,500 mg,Novo Healthcare and Pharma Ltd.,14.04,280.85,20's,pack
ciprofloxacin,Xirocip,Powder for Suspension,250 mg/5 ml,Novo Healthcare and Pharma Ltd.,90.0,,60 ml,bottle
ciprofloxacin,Xirocip,Powder for Suspension,250 mg/5 ml,Novo Healthcare and Pharma Ltd.,140.0,,100 ml,bottle
ciprofloxacin,Xirocip,IV Infusion,200 mg/100 ml,Novo Healthcare and Pharma Ltd.,70.21,,100 ml,bottle
ciprofloxacin,Xirocip XR,Tablet (Extended Release),1000 mg,Novo Healthcare and Pharma Ltd.,25.0,200.0,8's,pack
ciprofloxacin,Zeprox,Powder for Suspension,250 mg/5 ml,Albion Laboratories Limited,100.0,,60 ml,bottle
amikacin,Akicin,IM/IV Injection,500 mg/2 ml,Square Pharmaceuticals PLC,48.14,481.4,2 x 5 pcs,ampoule
amikacin,Akicin,IM/IV Injection,100 mg/2 ml,Square Pharmaceuticals PLC,16.05,160.5,2 x 5 pcs,ampoule
amikacin,Amibac,IM/IV Injection,500 mg/2 ml,Popular Pharmaceuticals Ltd.,48.18,481.8,2 x 5 pcs,ampoule
amikacin,Amikin,IM/IV Injection,100 mg/2 ml,Incepta Pharmaceuticals Ltd.,16.0,160.0,2 x 5 pcs,ampoule
amikacin,Amikin,IM/IV Injection,500 mg/2 ml,Incepta Pharmaceuticals Ltd.,48.0,480.0,2 x 5 pcs,ampoule
amikacin,Amimax,IM/IV Injection,100 mg/2 ml,Biopharma Limited,16.0,160.0,2 x 5 pcs,ampoule
amikacin,Amimax,IM/IV Injection,500 mg/2 ml,Biopharma Limited,48.0,480.0,2 x 5 pcs,ampoule
amikacin,Cinamak,IM/IV Injection,250 mg/2 ml,Techno Drugs Ltd.,12.0,120.0,2 x 5 pcs,ampoule
amikacin,Cinamak,IM/IV Injection,500 mg/2 ml,Techno Drugs Ltd.,20.98,209.8,2 x 5 pcs,ampoule
amikacin,Kacin,IM/IV Injection,100 mg/2 ml,ACI Limited,20.0,400.0,2 x 10 pcs,ampoule
amikacin,Kacin,IM/IV Injection,500 mg/2 ml,ACI Limited,60.0,600.0,2 x 5 pcs,ampoule
amikacin,Kacin,IM/IV Injection,250 mg/2 ml,ACI Limited,30.0,300.0,2 x 5 pcs,ampoule
amikacin,Psudonil,IM/IV Injection,250 mg/2 ml,Drug International Ltd.,30.0,150.0,1 x 5 pcs,ampoule
amikacin,Psudonil,IM/IV Injection,500 mg/2 ml,Drug International Ltd.,52.0,260.0,1 x 5 pcs,ampoule
amikacin,Psudonil,IM/IV Injection,100 mg/2 ml,Drug International Ltd.,16.0,80.0,1 x 5 pcs,ampoule
delafloxacin,Delaflox,IV Infusion,300 mg/vial,ACME Laboratories Ltd.,1500.0,,300 mg,vial
delafloxacin,Delameg,IV Infusion,300 mg/vial,Incepta Pharmaceuticals Ltd.,1700.0,,300 mg,vial
delafloxacin,Delaxin,IV Infusion,300 mg/vial,Beximco Pharmaceuticals Ltd.,1700.0,,300 mg,vial
probiotic-combination-9-billion,Bacigut,Capsule,9 billion,Ibn Sina Pharmaceuticals Ltd.,26.0,780.0,5 x 6 pcs,strip
probiotic-combination-9-billion,Bacilax,Capsule,9 billion,Square Pharmaceuticals PLC,25.0,750.0,5 x 6 pcs,strip
probiotic-combination-9-billion,Trugut,Capsule,9 billion,ACME Laboratories Ltd.,25.0,750.0,5 x 6 pcs,strip
pefloxacin-mesylate-dihydrate,Nobac,Tablet,400 mg,Ibn Sina Pharmaceuticals Ltd.,12.0,240.0,2 x 10 pcs,strip
pefloxacin-mesylate-dihydrate,Pefla,Tablet,400 mg,Sonear Laboratories Ltd.,15.38,307.6,20's,pack
pefloxacin-mesylate-dihydrate,Peflacine,Tablet,400 mg,Synovia Pharma PLC.,15.28,458.4,3 x 10 pcs,strip
pefloxacin-mesylate-dihydrate,Peflox,Tablet,400 mg,Drug International Ltd.,12.0,240.0,2 x 10 pcs,strip
levofloxacin-ophthalmic,Asilee-TS,Ophthalmic Solution,1.5%,Asiatic Laboratories Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Bactolev,Ophthalmic Solution,1.5%,UNIDO Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Evo,Ophthalmic Solution,0.5%,Beximco Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Evo TS,Ophthalmic Solution,1.5%,Beximco Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Flovix,Ophthalmic Solution,0.5%,OSL Pharma Limited,100.0,,5 ml,drop
levofloxacin-ophthalmic,Flovix TS,Ophthalmic Solution,1.5%,OSL Pharma Limited,130.39,,5 ml,drop
levofloxacin-ophthalmic,Genolev,Ophthalmic Solution,0.5%,General Pharmaceuticals Ltd.,95.0,,5 ml,drop
levofloxacin-ophthalmic,Genolev TS,Ophthalmic Solution,1.5%,General Pharmaceuticals Ltd.,130.39,,5 ml,drop
levofloxacin-ophthalmic,Leflox,Ophthalmic Solution,0.5%,ACI Limited,87.0,,5 ml,drop
levofloxacin-ophthalmic,Leflox TS,Ophthalmic Solution,1.5%,ACI Limited,128.0,,5 ml,drop
levofloxacin-ophthalmic,Leo,Ophthalmic Solution,0.5%,ACME Laboratories Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Lequin,Ophthalmic Solution,0.5%,Apex Pharmaceuticals Ltd.,80.0,,5 ml,drop
levofloxacin-ophthalmic,Levobac,Ophthalmic Solution,0.5%,Popular Pharmaceuticals Ltd.,100.0,,5 ml,drop
levofloxacin-ophthalmic,Levobac TS,Ophthalmic Solution,1.5%,Popular Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Levoflox,Ophthalmic Solution,0.5%,Drug International Ltd.,80.25,,5 ml,drop
levofloxacin-ophthalmic,Levolo,Ophthalmic Solution,0.5%,Pacific Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Levomax,Ophthalmic Solution,0.5%,Eskayef Pharmaceuticals Ltd.,100.0,,5 ml,drop
levofloxacin-ophthalmic,Levomax TS,Ophthalmic Solution,1.5%,Eskayef Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Levoquin TS,Ophthalmic Solution,1.5%,Navana Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Levosina,Ophthalmic Solution,0.5%,Ibn Sina Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Levosina TS,Ophthalmic Solution,1.5%,Ibn Sina Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Levox,Ophthalmic Solution,0.5%,Opsonin Pharma Ltd.,90.27,,5 ml,drop
levofloxacin-ophthalmic,Levox TS,Ophthalmic Solution,1.5%,Opsonin Pharma Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Levoxin,Ophthalmic Solution,0.5%,Incepta Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Levoxin TS,Ophthalmic Solution,1.5%,Incepta Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Lifcin,Ophthalmic Solution,1.5%,Biopharma Limited,130.0,,5 ml,drop
levofloxacin-ophthalmic,Lin,Ophthalmic Solution,0.5%,Kemiko Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Livacin,Ophthalmic Solution,0.5%,Gaco Pharmaceuticals Ltd.,90.27,,5 ml,drop
levofloxacin-ophthalmic,Locin,Ophthalmic Solution,0.5%,Globe Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Lovicin,Ophthalmic Solution,0.5%,Nipa Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Opthalev TS,Ophthalmic Solution,1.5%,UniMed UniHealth Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Ovel,Ophthalmic Solution,0.5%,Aristopharma Ltd.,95.0,,5 ml,drop
levofloxacin-ophthalmic,Ovel TS,Ophthalmic Solution,1.5%,Aristopharma Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Resquin,Ophthalmic Solution,0.5%,Healthcare Pharmaceuticals Ltd.,90.0,,5 ml,drop
levofloxacin-ophthalmic,Resquin TS,Ophthalmic Solution,1.5%,Healthcare Pharmaceuticals Ltd.,130.0,,5 ml,drop
levofloxacin-ophthalmic,Revacin,Ophthalmic Solution,0.5%,Reman Drug Laboratories Ltd.,100.0,,5 ml,drop
levofloxacin-ophthalmic,Vofox,Ophthalmic Solution,0.5%,Ad-din Pharmaceuticals Ltd.,100.0,,5 ml,drop
cefdinir,Adinir,Capsule,300 mg,ACME Laboratories Ltd.,45.25,362.0,2 x 4 pcs,strip
cefdinir,Adinir,Powder for Suspension,125 mg/5 ml,ACME Laboratories Ltd.,175.0,,60 ml,bottle
cefdinir,Cednir,Capsule,300 mg,Eskayef Pharmaceuticals Ltd.,40.0,160.0,1 x 4 pcs,strip
cefdinir,Cednir DS,Powder for Suspension,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,160.0,,30 ml,bottle
cefdinir,Cefexta,Capsule,300 mg,UniMed UniHealth Pharmaceuticals Ltd.,57.0,456.0,2 x 4 pcs,strip
cefdinir,Cefexta,Powder for Suspension,125 mg/5 ml,UniMed UniHealth Pharmaceuticals Ltd.,225.0,,60 ml,bottle
cefdinir,Cefida,Powder for Suspension,125 mg/5 ml,Beximco Pharmaceuticals Ltd.,176.0,,60 ml,bottle
cefdinir,Cefida,Capsule,300 mg,Beximco Pharmaceuticals Ltd.,45.0,360.0,2 x 4 pcs,strip
cefdinir,Efdinir,Capsule,300 mg,Incepta Pharmaceuticals Ltd.,45.0,360.0,2 x 4 pcs,strip
cefdinir,Efdinir,Powder for Suspension,125 mg/5 ml,Incepta Pharmaceuticals Ltd.,175.0,,60 ml,bottle
cefdinir,Ridicef,Powder for Suspension,125 mg/5 ml,Navana Pharmaceuticals Ltd.,175.0,,60 ml,bottle
cefdinir,Ridicef,Capsule,300 mg,Navana Pharmaceuticals Ltd.,45.17,542.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Amoclav,IV Injection,(1 gm+200 mg)/20 ml,Techno Drugs Ltd.,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Amoclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Techno Drugs Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Amoclav,Tablet,500 mg+125 mg,Techno Drugs Ltd.,28.0,504.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Amoclav,Tablet,875 mg+125 mg,Techno Drugs Ltd.,40.0,480.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,Amoclav Forte,Powder for Suspension,(400 mg+57.50 mg)/5 ml,Techno Drugs Ltd.,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Amotid CL,Tablet,500 mg+125 mg,Biopharma Limited,30.0,840.0,4 x 7 pcs,strip
amoxicillin-clavulanic-acid,Amotid CL,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Biopharma Limited,200.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Amovix,IV Injection,(1 gm+200 mg)/20 ml,OSL Pharma Limited,300.0,,2 gm,vial
amoxicillin-clavulanic-acid,Amovix,Powder for Suspension,(125 mg+31.25 mg)/5 ml,OSL Pharma Limited,220.0,,100 ml,bottle
amoxicillin-clavulanic-acid,Amovix,Tablet,250 mg+125 mg,OSL Pharma Limited,25.0,450.0,3 x 6 pcs,strip
amoxicillin-clavulanic-acid,Amovix,Tablet,500 mg+125 mg,OSL Pharma Limited,35.0,420.0,2 x 6 pcs,strip
amoxicillin-clavulanic-acid,AmoxyClavulanic,Tablet,500 mg+125 mg,Pharmik Laboratories Ltd.,35.0,1050.0,5 x 6 pcs,strip
amoxicillin-clavulanic-acid,Apoxyclav,Powder for Suspension,(125 mg+31.25 mg)/5 ml,Apex Pharmaceuticals Ltd.,150.0,,100 ml,bottle
